alert_id,entity_name,severity,category,asset_type,created_time,closed_time,closure_duration_minutes,escalated,status,investigation_notes
ALT00423,Ganga Oil & Gas,Low,Unauthorized Access,Database,2026-02-12 02:52:00,2026-02-12 07:48:00,296,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00500,Himalayan Healthcare Network,Low,Data Exfiltration Attempt,Cloud Workload,2026-02-12 08:59:00,2026-02-12 09:38:00,39,No,Closed,False positive.
ALT00379,Fortis Defense Systems,Critical,Insider Threat Indicator,IoT Device,2026-02-12 20:56:00,2026-02-13 04:39:00,463,Yes,Closed,Closed as per standard procedure.
ALT00192,Eastern Water Utility,Medium,Malware,IoT Device,2026-02-12 22:28:00,2026-02-13 01:58:00,210,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00050,Apex Power Grid Ltd,Low,Misconfiguration,IoT Device,2026-02-13 21:05:00,2026-02-14 00:26:00,201,Yes,Closed,No further action required.
ALT00131,Continental Banking Corp,Critical,Phishing,Server,2026-02-14 03:42:00,2026-02-14 03:45:00,3,No,Closed,No further action required.
ALT00235,Eastern Water Utility,High,Malware,Database,2026-02-14 13:56:00,2026-02-14 22:39:00,523,Yes,Closed,False positive.
ALT00273,Fortis Defense Systems,Low,Phishing,Endpoint,2026-02-15 03:58:00,2026-02-15 06:06:00,128,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00623,Jupiter Aviation Control,Critical,Phishing,Database,2026-02-15 14:37:00,2026-02-15 17:23:00,166,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00044,Apex Power Grid Ltd,Low,DDoS,Database,2026-02-15 18:16:00,2026-02-15 21:42:00,206,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00491,Himalayan Healthcare Network,High,Phishing,IoT Device,2026-02-15 18:36:00,2026-02-16 02:50:00,494,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00073,Bharat Telecom Networks,Medium,Unauthorized Access,Network Device,2026-02-16 15:13:00,2026-02-16 18:06:00,173,No,Closed,False positive.
ALT00572,Indus Financial Services,Critical,Insider Threat Indicator,Cloud Workload,2026-02-17 00:39:00,2026-02-17 00:41:00,2,No,Closed,Reviewed and closed.
ALT00238,Eastern Water Utility,Low,Unauthorized Access,Cloud Workload,2026-02-17 00:47:00,2026-02-17 02:55:00,128,Yes,Closed,Closed as per standard procedure.
ALT00557,Indus Financial Services,Low,Misconfiguration,Database,2026-02-17 03:18:00,2026-02-17 03:19:00,1,No,Closed,No further action required.
ALT00310,Fortis Defense Systems,Medium,Malware,Network Device,2026-02-17 10:53:00,2026-02-17 11:27:00,34,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00389,Fortis Defense Systems,Medium,Phishing,Database,2026-02-17 11:56:00,2026-02-17 12:48:00,52,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00615,Jupiter Aviation Control,Medium,Phishing,Endpoint,2026-02-17 12:31:00,2026-02-17 14:56:00,145,Yes,Closed,Reviewed and closed.
ALT00532,Indus Financial Services,Low,Data Exfiltration Attempt,Cloud Workload,2026-02-17 17:16:00,2026-02-17 17:19:00,3,No,Closed,Closed as per standard procedure.
ALT00282,Fortis Defense Systems,High,Malware,Cloud Workload,2026-02-17 21:37:00,2026-02-18 02:08:00,271,No,Closed,Reviewed and closed.
ALT00224,Eastern Water Utility,Low,Phishing,Database,2026-02-18 00:28:00,2026-02-18 02:42:00,134,No,Closed,Closed as per standard procedure.
ALT00023,Apex Power Grid Ltd,High,Unauthorized Access,Database,2026-02-18 03:06:00,2026-02-18 08:36:00,330,Yes,Closed,Reviewed and closed.
ALT00570,Indus Financial Services,Medium,Unauthorized Access,IoT Device,2026-02-18 18:11:00,2026-02-18 18:15:00,4,No,Closed,No further action required.
ALT00517,Himalayan Healthcare Network,Medium,DDoS,IoT Device,2026-02-19 01:50:00,2026-02-19 04:18:00,148,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00481,Himalayan Healthcare Network,High,DDoS,Server,2026-02-19 03:11:00,2026-02-19 12:26:00,555,No,Closed,Closed as per standard procedure.
ALT00078,Bharat Telecom Networks,Medium,Misconfiguration,Cloud Workload,2026-02-19 06:47:00,2026-02-19 11:45:00,298,No,Closed,No further action required.
ALT00170,Continental Banking Corp,Low,Unauthorized Access,Server,2026-02-19 07:08:00,2026-02-19 07:09:00,1,No,Closed,No further action required.
ALT00605,Jupiter Aviation Control,Medium,Misconfiguration,Server,2026-02-20 16:29:00,2026-02-20 17:19:00,50,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00317,Fortis Defense Systems,Low,Unauthorized Access,Cloud Workload,2026-02-22 06:51:00,2026-02-22 09:44:00,173,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00266,Fortis Defense Systems,Medium,DDoS,Endpoint,2026-02-22 11:20:00,2026-02-22 13:04:00,104,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00049,Apex Power Grid Ltd,Medium,Misconfiguration,Network Device,2026-02-23 13:50:00,2026-02-23 18:18:00,268,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00293,Fortis Defense Systems,Low,Misconfiguration,Server,2026-02-23 14:51:00,2026-02-23 18:50:00,239,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00316,Fortis Defense Systems,High,Insider Threat Indicator,IoT Device,2026-02-23 23:37:00,2026-02-24 06:49:00,432,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00497,Himalayan Healthcare Network,Low,DDoS,IoT Device,2026-02-24 04:11:00,2026-02-24 05:41:00,90,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00480,Himalayan Healthcare Network,Medium,DDoS,Endpoint,2026-02-24 13:57:00,2026-02-24 15:49:00,112,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00323,Fortis Defense Systems,Low,Unauthorized Access,Network Device,2026-02-24 15:17:00,2026-02-24 16:53:00,96,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00010,Apex Power Grid Ltd,Medium,Misconfiguration,Database,2026-02-24 20:31:00,2026-02-24 22:14:00,103,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00425,Ganga Oil & Gas,Medium,Phishing,Server,2026-02-24 23:01:00,2026-02-25 02:38:00,217,No,Closed,Closed as per standard procedure.
ALT00004,Apex Power Grid Ltd,Low,Malware,Network Device,2026-02-25 10:06:00,2026-02-25 13:32:00,206,No,Closed,Closed as per standard procedure.
ALT00126,Continental Banking Corp,Critical,Insider Threat Indicator,Network Device,2026-02-25 14:28:00,2026-02-25 14:29:00,1,Yes,Closed,False positive.
ALT00003,Apex Power Grid Ltd,Low,Insider Threat Indicator,Server,2026-02-26 14:37:00,2026-02-26 16:28:00,111,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00177,Continental Banking Corp,Low,Malware,Database,2026-02-26 14:56:00,2026-02-26 14:57:00,1,No,Closed,False positive.
ALT00369,Fortis Defense Systems,Critical,Data Exfiltration Attempt,Network Device,2026-02-26 18:54:00,2026-02-27 04:52:00,598,No,Closed,No further action required.
ALT00346,Fortis Defense Systems,Medium,Misconfiguration,Network Device,2026-02-27 10:15:00,2026-02-27 13:03:00,168,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00064,Apex Power Grid Ltd,High,Misconfiguration,Server,2026-02-27 20:04:00,2026-02-28 04:30:00,506,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00462,Himalayan Healthcare Network,High,Unauthorized Access,Cloud Workload,2026-02-27 20:45:00,2026-02-28 03:24:00,399,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00376,Fortis Defense Systems,High,Data Exfiltration Attempt,Network Device,2026-02-27 21:37:00,2026-02-28 05:52:00,495,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00009,Apex Power Grid Ltd,Low,Unauthorized Access,Server,2026-02-28 01:51:00,2026-02-28 04:09:00,138,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00021,Apex Power Grid Ltd,Low,Unauthorized Access,Server,2026-02-28 02:57:00,2026-02-28 07:50:00,293,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00503,Himalayan Healthcare Network,Low,Malware,Endpoint,2026-02-28 12:24:00,2026-02-28 17:21:00,297,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00115,Bharat Telecom Networks,Medium,Misconfiguration,Endpoint,2026-02-28 19:51:00,2026-02-28 22:29:00,158,No,Closed,No further action required.
ALT00508,Himalayan Healthcare Network,Medium,DDoS,Database,2026-03-01 02:18:00,2026-03-01 04:59:00,161,Yes,Closed,Reviewed and closed.
ALT00604,Jupiter Aviation Control,Critical,Malware,Network Device,2026-03-01 12:32:00,2026-03-01 18:40:00,368,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00255,Fortis Defense Systems,High,Insider Threat Indicator,Server,2026-03-01 17:13:00,2026-03-01 20:24:00,191,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00173,Continental Banking Corp,Low,Insider Threat Indicator,Database,2026-03-01 17:15:00,2026-03-01 17:17:00,2,No,Closed,Closed as per standard procedure.
ALT00350,Fortis Defense Systems,Medium,Misconfiguration,Server,2026-03-01 17:22:00,2026-03-01 20:43:00,201,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00372,Fortis Defense Systems,Low,Data Exfiltration Attempt,Server,2026-03-01 19:14:00,2026-03-01 22:33:00,199,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00614,Jupiter Aviation Control,Medium,Misconfiguration,Database,2026-03-01 21:01:00,2026-03-01 22:39:00,98,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00628,Jupiter Aviation Control,High,Data Exfiltration Attempt,Database,2026-03-02 06:37:00,2026-03-02 12:23:00,346,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00354,Fortis Defense Systems,Critical,Insider Threat Indicator,Database,2026-03-02 09:16:00,2026-03-02 17:14:00,478,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00178,Continental Banking Corp,Medium,Malware,Network Device,2026-03-02 12:05:00,2026-03-02 12:06:00,1,No,Closed,False positive.
ALT00370,Fortis Defense Systems,High,Misconfiguration,Network Device,2026-03-02 18:20:00,2026-03-03 04:07:00,587,Yes,Closed,False positive.
ALT00254,Fortis Defense Systems,Low,Malware,Database,2026-03-03 06:04:00,2026-03-03 06:58:00,54,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00214,Eastern Water Utility,Medium,Malware,Network Device,2026-03-03 06:37:00,2026-03-03 11:20:00,283,No,Closed,Closed as per standard procedure.
ALT00294,Fortis Defense Systems,Low,Data Exfiltration Attempt,Database,2026-03-03 08:42:00,2026-03-03 09:49:00,67,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00405,Fortis Defense Systems,Medium,Phishing,Database,2026-03-03 11:31:00,2026-03-03 15:00:00,209,No,Closed,False positive.
ALT00183,Delta Rail Systems,Low,Misconfiguration,Server,2026-03-03 18:26:00,2026-03-03 23:24:00,298,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00518,Himalayan Healthcare Network,Critical,Malware,Network Device,2026-03-03 20:00:00,2026-03-04 04:39:00,519,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00596,Jupiter Aviation Control,High,Unauthorized Access,IoT Device,2026-03-04 02:17:00,2026-03-04 12:10:00,593,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00302,Fortis Defense Systems,Medium,Unauthorized Access,Cloud Workload,2026-03-04 16:11:00,2026-03-04 20:19:00,248,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00196,Eastern Water Utility,High,Data Exfiltration Attempt,Cloud Workload,2026-03-05 03:01:00,2026-03-05 08:19:00,318,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00020,Apex Power Grid Ltd,Low,DDoS,Cloud Workload,2026-03-05 07:04:00,2026-03-05 09:31:00,147,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00561,Indus Financial Services,Critical,Phishing,IoT Device,2026-03-05 12:49:00,2026-03-05 12:50:00,1,No,Closed,Reviewed and closed.
ALT00244,Fortis Defense Systems,Medium,Insider Threat Indicator,Server,2026-03-05 21:48:00,2026-03-06 02:47:00,299,No,Closed,Reviewed and closed.
ALT00175,Continental Banking Corp,Medium,Unauthorized Access,Cloud Workload,2026-03-06 01:41:00,2026-03-06 01:42:00,1,No,Closed,Reviewed and closed.
ALT00188,Eastern Water Utility,Medium,Unauthorized Access,Network Device,2026-03-06 01:48:00,2026-03-06 02:42:00,54,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00512,Himalayan Healthcare Network,Low,Misconfiguration,Database,2026-03-06 09:36:00,2026-03-06 11:16:00,100,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00537,Indus Financial Services,Medium,Data Exfiltration Attempt,Server,2026-03-06 17:54:00,2026-03-06 17:56:00,2,No,Closed,False positive.
ALT00602,Jupiter Aviation Control,Low,Insider Threat Indicator,IoT Device,2026-03-07 05:03:00,2026-03-07 07:51:00,168,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00158,Continental Banking Corp,Medium,Insider Threat Indicator,IoT Device,2026-03-07 06:11:00,2026-03-07 06:12:00,1,No,Closed,Closed as per standard procedure.
ALT00588,Jupiter Aviation Control,Medium,DDoS,Endpoint,2026-03-07 09:05:00,2026-03-07 10:14:00,69,No,Closed,No further action required.
ALT00268,Fortis Defense Systems,Medium,Data Exfiltration Attempt,Database,2026-03-07 15:46:00,2026-03-07 17:42:00,116,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00031,Apex Power Grid Ltd,High,Phishing,Network Device,2026-03-08 06:42:00,2026-03-08 12:04:00,322,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00413,Ganga Oil & Gas,Medium,Malware,Cloud Workload,2026-03-08 13:25:00,2026-03-08 15:32:00,127,No,Closed,Closed as per standard procedure.
ALT00515,Himalayan Healthcare Network,Low,Malware,IoT Device,2026-03-09 07:23:00,2026-03-09 11:09:00,226,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00494,Himalayan Healthcare Network,Medium,Data Exfiltration Attempt,IoT Device,2026-03-09 18:34:00,2026-03-09 22:17:00,223,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00283,Fortis Defense Systems,High,Misconfiguration,Endpoint,2026-03-10 04:24:00,2026-03-10 12:42:00,498,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00041,Apex Power Grid Ltd,High,Data Exfiltration Attempt,Server,2026-03-10 05:50:00,2026-03-10 15:09:00,559,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00287,Fortis Defense Systems,Medium,Malware,Endpoint,2026-03-10 09:17:00,2026-03-10 13:29:00,252,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00274,Fortis Defense Systems,Medium,Data Exfiltration Attempt,Database,2026-03-10 12:05:00,2026-03-10 14:39:00,154,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00390,Fortis Defense Systems,Low,Misconfiguration,IoT Device,2026-03-10 18:03:00,2026-03-10 19:22:00,79,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00401,Fortis Defense Systems,Medium,Malware,Endpoint,2026-03-10 23:26:00,2026-03-11 03:42:00,256,Yes,Closed,Closed as per standard procedure.
ALT00367,Fortis Defense Systems,Low,Phishing,Server,2026-03-11 05:01:00,2026-03-11 07:54:00,173,Yes,Closed,False positive.
ALT00355,Fortis Defense Systems,Critical,Phishing,Cloud Workload,2026-03-11 07:04:00,2026-03-11 09:59:00,175,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00035,Apex Power Grid Ltd,Low,Unauthorized Access,Endpoint,2026-03-11 09:38:00,2026-03-11 12:23:00,165,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00616,Jupiter Aviation Control,High,Phishing,Endpoint,2026-03-11 13:14:00,2026-03-11 15:47:00,153,Yes,Closed,Closed as per standard procedure.
ALT00543,Indus Financial Services,Critical,Unauthorized Access,IoT Device,2026-03-11 14:49:00,2026-03-11 14:53:00,4,No,Closed,No further action required.
ALT00089,Bharat Telecom Networks,Medium,Malware,Cloud Workload,2026-03-11 16:34:00,2026-03-11 17:24:00,50,No,Closed,False positive.
ALT00556,Indus Financial Services,Medium,Unauthorized Access,Server,2026-03-11 22:39:00,2026-03-11 22:41:00,2,No,Closed,Reviewed and closed.
ALT00114,Bharat Telecom Networks,Critical,Insider Threat Indicator,IoT Device,2026-03-12 00:36:00,2026-03-12 03:01:00,145,No,Closed,False positive.
ALT00338,Fortis Defense Systems,Low,Phishing,Endpoint,2026-03-13 02:19:00,2026-03-13 05:36:00,197,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00063,Apex Power Grid Ltd,High,Data Exfiltration Attempt,Server,2026-03-13 13:16:00,2026-03-13 21:39:00,503,Yes,Closed,False positive.
ALT00072,Bharat Telecom Networks,High,DDoS,Cloud Workload,2026-03-13 14:15:00,2026-03-13 21:57:00,462,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00400,Fortis Defense Systems,High,Malware,Endpoint,2026-03-13 15:54:00,2026-03-13 19:02:00,188,Yes,Closed,False positive.
ALT00227,Eastern Water Utility,Low,Unauthorized Access,Network Device,2026-03-13 17:19:00,2026-03-13 19:35:00,136,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00176,Continental Banking Corp,Low,Data Exfiltration Attempt,Cloud Workload,2026-03-14 02:48:00,2026-03-14 02:50:00,2,No,Closed,Reviewed and closed.
ALT00429,Ganga Oil & Gas,Low,Phishing,Cloud Workload,2026-03-14 03:50:00,2026-03-14 06:02:00,132,No,Closed,No further action required.
ALT00348,Fortis Defense Systems,Low,Data Exfiltration Attempt,Server,2026-03-14 09:20:00,2026-03-14 12:58:00,218,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00540,Indus Financial Services,High,Data Exfiltration Attempt,IoT Device,2026-03-14 11:20:00,2026-03-14 11:24:00,4,No,Closed,Closed as per standard procedure.
ALT00547,Indus Financial Services,Low,DDoS,Endpoint,2026-03-14 14:40:00,2026-03-14 14:41:00,1,No,Closed,False positive.
ALT00181,Delta Rail Systems,Low,Phishing,Database,2026-03-15 07:19:00,2026-03-15 11:43:00,264,Yes,Closed,Closed as per standard procedure.
ALT00215,Eastern Water Utility,High,Data Exfiltration Attempt,Endpoint,2026-03-15 17:00:00,2026-03-16 02:31:00,571,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00397,Fortis Defense Systems,Low,Data Exfiltration Attempt,Network Device,2026-03-15 17:56:00,2026-03-15 21:42:00,226,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00234,Eastern Water Utility,Critical,Malware,IoT Device,2026-03-15 20:03:00,2026-03-16 02:56:00,413,Yes,Closed,Reviewed and closed.
ALT00154,Continental Banking Corp,Low,Unauthorized Access,Endpoint,2026-03-16 03:25:00,2026-03-16 03:29:00,4,No,Closed,False positive.
ALT00433,Ganga Oil & Gas,High,Data Exfiltration Attempt,IoT Device,2026-03-16 11:51:00,2026-03-16 14:50:00,179,Yes,Closed,Reviewed and closed.
ALT00212,Eastern Water Utility,Medium,Phishing,Endpoint,2026-03-16 12:55:00,2026-03-16 16:12:00,197,No,Closed,No further action required.
ALT00318,Fortis Defense Systems,Critical,DDoS,IoT Device,2026-03-16 18:17:00,2026-03-17 03:14:00,537,Yes,Closed,Closed as per standard procedure.
ALT00291,Fortis Defense Systems,Medium,DDoS,Endpoint,2026-03-16 23:44:00,2026-03-17 03:00:00,196,No,Closed,Closed as per standard procedure.
ALT00383,Fortis Defense Systems,Low,Malware,Server,2026-03-17 00:20:00,2026-03-17 03:45:00,205,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00267,Fortis Defense Systems,Low,Data Exfiltration Attempt,Cloud Workload,2026-03-17 04:12:00,2026-03-17 06:47:00,155,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00187,Eastern Water Utility,High,Malware,Network Device,2026-03-17 06:02:00,2026-03-17 15:59:00,597,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00079,Bharat Telecom Networks,Low,Malware,IoT Device,2026-03-17 07:23:00,2026-03-17 08:57:00,94,Yes,Closed,False positive.
ALT00463,Himalayan Healthcare Network,Critical,Malware,Endpoint,2026-03-17 14:11:00,2026-03-17 17:39:00,208,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00334,Fortis Defense Systems,High,Insider Threat Indicator,Endpoint,2026-03-17 20:03:00,2026-03-18 02:16:00,373,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00315,Fortis Defense Systems,Low,Insider Threat Indicator,Server,2026-03-18 01:28:00,2026-03-18 05:42:00,254,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00290,Fortis Defense Systems,Critical,Phishing,Database,2026-03-18 10:38:00,2026-03-18 15:18:00,280,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00263,Fortis Defense Systems,Critical,Misconfiguration,Server,2026-03-19 00:13:00,2026-03-19 08:35:00,502,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00428,Ganga Oil & Gas,Low,DDoS,Network Device,2026-03-19 13:42:00,2026-03-19 15:22:00,100,No,Closed,Reviewed and closed.
ALT00308,Fortis Defense Systems,Medium,Phishing,Cloud Workload,2026-03-20 03:11:00,2026-03-20 06:59:00,228,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00265,Fortis Defense Systems,Medium,Data Exfiltration Attempt,Database,2026-03-20 08:23:00,2026-03-20 09:43:00,80,No,Closed,False positive.
ALT00600,Jupiter Aviation Control,Low,Phishing,IoT Device,2026-03-20 14:30:00,2026-03-20 16:48:00,138,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00084,Bharat Telecom Networks,Low,Misconfiguration,Server,2026-03-20 18:39:00,2026-03-20 20:55:00,136,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00076,Bharat Telecom Networks,Medium,DDoS,Cloud Workload,2026-03-20 21:37:00,2026-03-21 01:03:00,206,No,Closed,False positive.
ALT00168,Continental Banking Corp,Medium,Unauthorized Access,Endpoint,2026-03-21 17:24:00,2026-03-21 17:25:00,1,No,Closed,Closed as per standard procedure.
ALT00609,Jupiter Aviation Control,Medium,Phishing,Endpoint,2026-03-21 19:21:00,2026-03-21 21:01:00,100,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00339,Fortis Defense Systems,High,Insider Threat Indicator,Endpoint,2026-03-21 22:27:00,2026-03-22 00:56:00,149,Yes,Closed,Reviewed and closed.
ALT00156,Continental Banking Corp,Low,Insider Threat Indicator,Endpoint,2026-03-21 23:21:00,2026-03-21 23:22:00,1,No,Closed,Reviewed and closed.
ALT00032,Apex Power Grid Ltd,Medium,DDoS,Server,2026-03-22 02:00:00,2026-03-22 03:07:00,67,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00618,Jupiter Aviation Control,Critical,DDoS,Cloud Workload,2026-03-22 12:39:00,2026-03-22 19:13:00,394,Yes,Closed,Reviewed and closed.
ALT00356,Fortis Defense Systems,Medium,Insider Threat Indicator,Endpoint,2026-03-22 13:07:00,2026-03-22 17:28:00,261,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00139,Continental Banking Corp,High,Unauthorized Access,Endpoint,2026-03-22 13:20:00,2026-03-22 13:24:00,4,No,Closed,Reviewed and closed.
ALT00531,Indus Financial Services,Low,Phishing,Database,2026-03-22 22:00:00,2026-03-22 22:01:00,1,No,Closed,False positive.
ALT00301,Fortis Defense Systems,Low,Misconfiguration,Server,2026-03-23 02:19:00,2026-03-23 03:00:00,41,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00584,Indus Financial Services,Medium,Phishing,Database,2026-03-24 19:15:00,2026-03-24 19:18:00,3,No,Closed,Closed as per standard procedure.
ALT00163,Continental Banking Corp,Medium,Malware,Database,2026-03-24 19:30:00,2026-03-24 19:31:00,1,No,Closed,False positive.
ALT00281,Fortis Defense Systems,Low,Data Exfiltration Attempt,Database,2026-03-25 00:40:00,2026-03-25 03:06:00,146,No,Closed,Closed as per standard procedure.
ALT00548,Indus Financial Services,Critical,DDoS,Network Device,2026-03-25 15:29:00,2026-03-25 15:33:00,4,No,Closed,No further action required.
ALT00147,Continental Banking Corp,Low,Malware,Endpoint,2026-03-25 18:38:00,2026-03-25 18:40:00,2,No,Closed,Reviewed and closed.
ALT00559,Indus Financial Services,High,Phishing,Server,2026-03-26 02:53:00,2026-03-26 02:56:00,3,No,Closed,Reviewed and closed.
ALT00130,Continental Banking Corp,Critical,Malware,Network Device,2026-03-26 04:50:00,2026-03-26 04:52:00,2,Yes,Closed,False positive.
ALT00431,Ganga Oil & Gas,Low,Malware,Server,2026-03-26 07:00:00,2026-03-26 11:42:00,282,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00297,Fortis Defense Systems,Low,Unauthorized Access,Endpoint,2026-03-26 13:06:00,2026-03-26 17:57:00,291,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00232,Eastern Water Utility,Low,Insider Threat Indicator,Endpoint,2026-03-26 22:30:00,2026-03-26 23:02:00,32,No,Closed,No further action required.
ALT00167,Continental Banking Corp,High,Unauthorized Access,Network Device,2026-03-27 02:37:00,2026-03-27 02:41:00,4,No,Closed,Reviewed and closed.
ALT00119,Continental Banking Corp,Critical,Phishing,Endpoint,2026-03-28 03:29:00,2026-03-28 03:33:00,4,Yes,Closed,False positive.
